geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
geom_605,159.0,133.6,344.2,1000.0,614.8,252.4,75.99,50.93,46.04,29.87
geom_606,134.7,166.6,441.5,1000.0,594.2,241.5,89.76,40.93,50.0,37.64
geom_607,196.2,58.62,388.2,1000.0,798.8,254.6,74.33,40.44,50.73,35.15
geom_608,197.9,183.1,375.9,1000.0,738.8,238.1,71.64,57.83,43.2,35.03
geom_609,193.2,78.95,350.3,1000.0,684.2,256.7,80.67,44.39,45.03,37.33
geom_610,122.2,92.82,502.1,1000.0,695.4,263.8,76.72,57.45,51.8,31.9
geom_611,188.8,189.5,210.7,1000.0,608.0,252.2,69.89,45.66,43.58,31.34
geom_612,131.5,199.4,635.2,1000.0,574.7,211.7,77.72,58.97,44.33,38.9
geom_613,114.1,189.7,422.1,1000.0,568.3,217.5,61.82,55.86,49.24,30.46
geom_614,137.3,114.2,416.1,1000.0,561.5,262.9,84.95,56.87,45.7,35.08
geom_615,197.6,157.8,428.2,1000.0,808.9,279.8,81.64,44.49,51.61,35.27
geom_616,110.5,121.1,511.3,1000.0,728.4,187.4,89.45,51.14,42.27,31.66
geom_617,155.7,57.09,632.7,1000.0,678.5,269.7,74.16,47.46,52.44,26.02
geom_618,179.4,170.9,578.0,1000.0,827.3,272.8,67.34,42.33,57.02,34.7
geom_619,189.1,120.5,427.6,1000.0,743.3,270.1,62.58,46.97,50.53,39.64
geom_620,119.1,125.6,511.7,1000.0,805.3,269.4,63.45,56.41,52.38,27.32
geom_621,103.2,173.3,282.2,1000.0,586.0,237.7,69.33,40.21,49.5,36.95
geom_622,171.4,149.6,278.9,1000.0,793.7,224.4,79.67,50.27,51.5,35.22
geom_623,182.9,50.82,500.5,1000.0,772.8,198.2,64.9,52.46,52.3,39.92
geom_624,132.9,151.7,467.4,1000.0,572.5,264.3,87.88,53.36,55.27,35.16
geom_625,144.9,151.2,489.4,1000.0,725.1,254.1,88.58,53.77,59.8,36.27
geom_626,145.3,161.0,327.4,1000.0,811.7,228.1,65.15,48.17,51.79,37.3
geom_627,156.3,178.9,245.2,1000.0,646.9,219.2,72.16,43.6,55.52,24.51
geom_628,107.2,65.19,696.0,1000.0,591.2,277.8,75.24,46.86,40.66,26.44
geom_629,169.4,88.96,270.5,1000.0,844.1,200.4,63.76,44.12,54.85,24.72
geom_630,144.4,111.1,530.0,1000.0,611.1,254.1,83.35,45.09,45.21,34.66
geom_631,189.8,144.3,474.2,1000.0,568.2,274.7,85.8,46.58,47.96,25.12
geom_632,130.5,66.56,381.6,1000.0,663.8,205.9,67.41,50.63,51.48,38.15
geom_633,145.7,164.7,397.3,1000.0,624.3,207.7,64.58,42.21,46.91,37.99
geom_634,160.8,149.1,211.3,1000.0,582.7,242.1,65.82,42.9,56.13,24.58
geom_635,173.1,64.39,614.7,1000.0,773.3,189.9,88.04,53.41,50.12,35.92
geom_636,101.4,75.61,635.6,1000.0,685.6,272.2,80.24,51.32,54.31,34.99
geom_637,185.5,179.3,443.6,1000.0,820.2,249.8,78.63,40.83,54.5,38.24
geom_638,156.9,169.6,411.1,1000.0,659.4,197.2,79.5,53.61,44.27,28.77
geom_639,139.3,181.1,636.2,1000.0,836.3,255.3,73.27,58.32,54.51,24.88
geom_640,148.3,59.93,413.0,1000.0,705.4,192.3,83.7,40.35,44.64,26.65
geom_641,125.1,143.8,700.0,1000.0,626.2,223.7,87.45,53.9,45.07,29.31
geom_642,170.0,84.57,602.2,1000.0,573.9,214.6,65.66,50.37,59.71,38.34
geom_643,189.2,118.5,336.7,1000.0,724.3,238.4,72.73,54.59,49.19,35.79
geom_644,166.7,170.3,592.8,1000.0,687.2,189.2,70.56,54.33,59.23,36.93
geom_645,138.6,69.8,277.8,1000.0,612.8,254.3,80.72,45.85,53.74,33.08
geom_646,104.5,152.5,678.3,1000.0,749.8,257.1,72.25,54.3,43.15,36.98
geom_647,109.8,121.6,551.2,1000.0,691.9,189.4,60.33,50.49,44.47,25.72
geom_648,140.5,123.6,368.3,1000.0,664.6,186.4,86.22,49.86,50.51,35.48
geom_649,119.5,88.09,327.9,1000.0,773.1,239.3,79.39,51.9,44.04,36.2
geom_650,124.8,74.57,316.9,1000.0,640.2,217.2,77.69,44.25,48.84,27.0
geom_651,127.1,120.3,399.8,1000.0,736.4,278.4,86.45,55.77,47.85,30.14
geom_652,127.3,115.8,629.7,1000.0,615.9,253.5,73.35,49.8,41.19,34.48
geom_653,105.0,107.0,401.7,1000.0,811.6,214.5,76.09,48.23,58.07,25.2
geom_654,141.8,125.3,690.1,1000.0,840.1,182.4,74.68,53.02,43.68,37.88
geom_655,163.2,192.4,462.9,1000.0,638.2,259.8,83.67,48.52,56.92,24.14
geom_656,129.6,133.7,616.0,1000.0,555.1,275.6,68.92,48.25,49.27,28.9
geom_657,130.0,133.4,686.8,1000.0,661.6,208.1,73.47,56.33,49.83,36.31
geom_658,193.3,99.53,634.0,1000.0,846.3,197.1,87.14,48.08,51.05,26.64
geom_659,103.2,60.44,564.1,1000.0,767.2,183.3,68.97,54.48,59.65,30.66
geom_660,142.6,63.27,582.0,1000.0,637.2,180.5,78.49,51.35,55.49,34.23
geom_661,118.3,83.47,393.2,1000.0,763.5,263.0,88.53,43.48,41.74,27.29
geom_662,133.5,172.7,586.8,1000.0,849.8,235.1,76.37,58.33,47.18,29.54
geom_663,192.2,185.3,456.1,1000.0,673.3,236.0,87.32,47.3,49.44,24.21
geom_664,196.7,82.58,584.7,1000.0,559.5,273.4,65.1,56.91,41.54,37.24
geom_665,161.5,128.7,596.4,1000.0,843.7,245.9,63.46,43.03,42.58,30.83
geom_666,194.4,75.09,522.1,1000.0,671.5,244.8,71.93,51.29,41.48,34.0
geom_667,197.8,70.3,586.5,1000.0,705.9,232.5,68.23,41.85,58.72,25.69
geom_668,117.0,87.22,675.8,1000.0,846.1,259.0,81.41,44.72,59.81,33.72
geom_669,133.4,189.3,273.8,1000.0,590.1,231.6,70.93,52.42,44.39,26.41
geom_670,173.6,59.77,412.5,1000.0,729.9,198.3,71.01,46.44,43.22,39.74
geom_671,191.7,138.0,425.7,1000.0,559.9,202.7,62.09,43.73,53.55,27.06
geom_672,174.1,80.32,589.9,1000.0,596.4,229.1,71.52,44.85,40.91,35.92
geom_673,123.6,165.2,339.5,1000.0,820.9,266.7,67.91,57.0,48.07,34.87
geom_674,147.6,88.31,566.7,1000.0,660.0,225.2,72.64,52.98,44.45,39.54
geom_675,130.2,56.58,490.4,1000.0,809.9,183.7,65.35,54.82,45.57,36.44
geom_676,183.4,58.03,309.7,1000.0,691.1,202.9,72.81,49.77,55.88,24.41
geom_677,118.3,177.1,340.1,1000.0,562.4,226.0,83.33,59.9,44.55,33.63
geom_678,101.9,61.58,236.2,1000.0,765.4,226.3,84.45,47.03,54.35,27.26
geom_679,177.3,145.7,539.4,1000.0,797.4,276.8,60.88,55.41,48.71,38.53
geom_680,117.5,64.7,359.7,1000.0,683.1,199.6,74.9,48.14,55.05,31.71
geom_681,153.3,141.0,674.9,1000.0,751.3,276.7,66.45,45.74,55.67,32.86
geom_682,166.3,57.67,500.8,1000.0,760.3,182.2,75.53,49.1,40.62,29.23
geom_683,168.6,53.69,517.4,1000.0,766.7,201.3,82.24,52.26,46.72,27.84
geom_684,127.6,101.7,347.5,1000.0,604.3,215.7,71.54,49.02,50.29,35.56
geom_685,132.0,123.2,237.2,1000.0,661.2,235.5,73.12,52.45,50.62,24.25
geom_686,128.7,135.6,558.7,1000.0,817.3,276.0,63.82,45.01,52.26,31.06
geom_687,104.9,156.3,659.1,1000.0,554.5,226.2,75.64,56.84,45.19,36.49
geom_688,138.3,150.0,444.3,1000.0,816.3,229.2,71.05,40.82,54.65,25.87
geom_689,162.9,117.2,501.9,1000.0,727.3,239.9,88.71,59.35,51.18,34.51
geom_690,164.2,149.3,242.0,1000.0,706.7,222.7,81.81,44.33,59.42,33.24
geom_691,185.4,52.87,622.6,1000.0,586.1,254.0,74.35,43.83,42.82,30.75
geom_692,149.5,121.9,385.8,1000.0,746.6,212.2,75.94,45.32,40.9,38.86
geom_693,157.8,150.6,640.1,1000.0,550.9,243.0,80.92,59.57,55.4,25.93
geom_694,184.6,126.1,203.0,1000.0,551.7,242.7,89.32,48.3,47.23,39.16
geom_695,121.9,165.7,622.4,1000.0,833.8,201.2,67.55,47.28,51.1,33.06
geom_696,139.1,175.9,297.5,1000.0,738.4,202.8,61.05,54.17,43.64,29.69
geom_697,187.8,82.38,615.6,1000.0,650.4,255.5,82.21,45.42,41.16,28.2
geom_698,188.7,165.8,367.0,1000.0,730.2,192.8,77.94,49.97,46.41,25.16
geom_699,134.1,154.4,611.6,1000.0,677.4,196.9,60.25,41.91,57.8,26.71
geom_700,150.3,177.2,542.2,1000.0,625.2,240.2,61.55,47.58,52.98,37.4
geom_701,128.9,96.54,691.0,1000.0,707.9,223.1,85.36,58.42,43.88,34.4
geom_702,129.5,154.8,543.7,1000.0,775.1,273.9,66.02,46.33,40.43,27.12
geom_703,172.5,169.2,464.3,1000.0,619.6,210.9,63.67,41.2,56.49,27.59
geom_704,187.0,141.9,667.5,1000.0,576.2,272.5,60.46,51.12,45.16,27.44
geom_705,161.4,76.97,338.1,1000.0,562.6,219.0,82.62,52.12,54.13,28.19
geom_706,146.4,59.22,356.8,1000.0,770.1,257.4,77.75,51.0,59.37,34.99
geom_707,136.8,54.41,686.3,1000.0,619.9,186.0,84.24,52.75,49.28,36.53
geom_708,164.2,63.38,334.8,1000.0,669.7,224.2,69.27,41.39,55.66,27.82
geom_709,107.8,198.7,292.3,1000.0,748.3,230.2,89.92,46.4,59.69,29.5
geom_710,122.8,132.3,278.4,1000.0,642.4,248.4,61.7,51.26,55.59,27.42
geom_711,114.6,77.63,290.5,1000.0,785.1,260.5,83.27,57.96,59.03,29.63
geom_712,117.1,187.8,653.7,1000.0,743.0,214.6,89.82,56.53,52.81,33.35
geom_713,127.8,171.4,356.3,1000.0,690.9,226.4,70.28,40.6,54.77,31.45
geom_714,161.3,117.7,693.9,1000.0,675.3,223.0,61.12,41.99,42.75,29.38
geom_715,179.9,163.7,306.2,1000.0,833.0,186.7,65.47,42.82,57.48,26.7
geom_716,150.2,185.5,337.8,1000.0,778.9,274.6,68.03,47.87,45.97,31.68
geom_717,112.3,125.8,628.9,1000.0,622.3,255.1,88.65,57.06,58.16,28.48
geom_718,171.5,102.8,226.7,1000.0,794.3,214.9,63.97,58.8,54.87,28.86
geom_719,165.2,136.9,435.3,1000.0,579.6,236.6,65.58,58.26,42.88,31.18
geom_720,169.8,101.1,324.5,1000.0,805.8,249.4,79.1,53.89,54.99,24.93
geom_721,160.1,169.5,476.2,1000.0,709.8,198.9,61.99,52.01,59.15,28.34
geom_722,152.1,107.7,218.3,1000.0,579.0,271.2,64.59,55.07,42.87,30.12
geom_723,113.4,158.6,290.1,1000.0,633.2,216.7,76.9,56.57,44.59,36.42
geom_724,122.0,199.0,643.0,1000.0,842.7,264.0,85.42,53.74,51.89,38.42
geom_725,121.0,82.73,555.1,1000.0,783.8,234.8,70.51,55.58,47.24,25.42
geom_726,195.6,115.5,258.4,1000.0,712.4,251.7,68.25,48.29,56.54,24.39
geom_727,181.0,83.39,698.0,1000.0,553.2,251.2,79.32,52.57,50.23,32.48
geom_728,108.2,64.19,366.8,1000.0,766.2,258.2,73.66,51.52,59.29,29.93
geom_729,101.7,198.3,383.7,1000.0,696.2,262.7,62.62,43.18,45.65,33.78
geom_730,186.2,97.44,528.6,1000.0,616.0,256.7,71.17,45.72,52.4,29.77
geom_731,173.6,123.4,633.9,1000.0,832.5,205.0,86.64,51.56,45.09,27.39
geom_732,126.8,68.55,474.6,1000.0,772.0,265.0,74.4,42.42,47.78,26.51
geom_733,131.8,152.3,625.8,1000.0,711.5,181.4,78.29,57.12,47.52,24.55
geom_734,185.0,167.7,610.0,1000.0,654.2,194.8,85.98,48.43,44.21,33.76
geom_735,150.7,148.5,445.9,1000.0,767.4,261.2,79.59,48.04,45.14,35.75
geom_736,105.5,84.78,497.7,1000.0,827.6,200.0,66.98,50.17,50.82,33.5
geom_737,147.2,76.07,521.6,1000.0,778.5,192.1,62.87,42.09,50.36,28.81
geom_738,154.0,127.5,601.7,1000.0,815.4,184.6,82.27,46.94,44.0,29.82
geom_739,191.7,143.0,365.3,1000.0,779.2,254.6,88.61,41.98,46.74,39.39
geom_740,167.6,58.43,430.8,1000.0,719.2,253.2,87.74,53.52,52.67,38.13
geom_741,172.9,92.31,374.6,1000.0,786.2,211.0,81.91,47.0,48.26,32.64
geom_742,194.2,152.7,257.5,1000.0,806.7,220.4,66.1,58.95,43.7,25.15
geom_743,165.2,77.55,223.3,1000.0,640.5,249.9,77.11,49.32,44.48,26.2
geom_744,183.5,120.8,241.2,1000.0,570.6,210.2,69.5,57.85,54.63,30.76
geom_745,147.9,127.0,604.6,1000.0,609.4,228.2,60.71,47.89,46.36,26.85
geom_746,117.8,131.7,269.2,1000.0,638.9,196.7,71.82,59.93,59.13,37.48
geom_747,163.8,187.4,682.7,1000.0,699.9,194.3,85.83,48.07,40.98,37.36
geom_748,156.2,99.69,557.4,1000.0,758.9,227.5,83.29,53.33,53.6,39.23
geom_749,113.2,55.24,253.1,1000.0,667.7,218.8,81.7,47.09,47.4,33.0
geom_750,154.7,138.2,332.3,1000.0,760.9,218.6,67.42,58.03,44.97,31.54
geom_751,122.7,147.0,621.4,1000.0,679.1,245.1,80.97,59.68,51.83,38.43
geom_752,118.5,173.7,394.2,1000.0,601.2,217.0,68.09,54.9,51.15,28.55
geom_753,163.1,67.8,420.4,1000.0,564.0,256.5,81.95,59.73,56.54,28.44
geom_754,161.4,89.31,673.1,1000.0,838.9,251.6,79.12,53.85,50.03,31.84
geom_755,106.5,161.6,305.8,1000.0,747.1,227.9,78.46,53.96,51.02,28.74
geom_756,128.4,96.07,565.2,1000.0,584.1,213.2,62.78,54.53,52.88,29.25
geom_757,131.2,87.65,400.4,1000.0,763.7,204.2,72.02,40.56,47.83,31.59
geom_758,177.1,195.0,346.7,1000.0,702.3,225.3,68.3,58.81,40.17,28.46
geom_759,199.7,78.6,352.6,1000.0,652.3,279.4,76.2,45.38,53.91,34.97
geom_760,140.7,175.8,392.8,1000.0,574.4,186.8,89.61,50.51,51.14,24.7
geom_761,101.2,54.77,502.7,1000.0,796.4,259.2,70.95,52.87,59.97,37.27
geom_762,135.1,131.4,335.4,1000.0,757.1,208.4,82.68,44.24,41.24,35.51
geom_763,133.2,109.0,229.3,1000.0,789.3,247.5,63.19,46.22,49.33,25.51
geom_764,114.7,146.4,554.4,1000.0,776.6,205.4,76.07,53.27,47.47,24.9
geom_765,161.9,136.3,221.5,1000.0,802.1,194.9,65.28,48.06,50.17,34.26
geom_766,176.7,123.9,281.0,1000.0,628.9,248.9,72.37,47.75,57.42,28.66
geom_767,136.3,93.27,513.6,1000.0,770.5,268.2,73.39,54.08,40.59,29.66
geom_768,151.5,88.1,568.9,1000.0,737.4,242.0,63.41,42.79,59.49,29.9
geom_769,117.3,160.2,347.4,1000.0,625.4,185.0,75.18,50.1,51.34,26.19
geom_770,124.0,182.7,482.8,1000.0,585.3,247.1,74.87,48.48,40.36,31.56
geom_771,149.9,85.41,411.6,1000.0,700.5,253.2,83.61,50.73,53.1,25.43
geom_772,125.2,107.5,537.3,1000.0,702.5,188.1,64.16,55.44,51.65,33.3
geom_773,171.1,71.86,325.2,1000.0,740.3,213.6,73.31,52.0,44.31,35.35
geom_774,103.8,60.69,407.3,1000.0,631.6,247.7,80.21,41.17,58.79,25.77
geom_775,157.6,60.11,496.6,1000.0,840.8,231.2,75.14,40.46,53.23,24.79
geom_776,168.9,141.1,442.0,1000.0,693.2,278.6,80.91,47.57,43.8,32.93
geom_777,153.5,80.52,534.7,1000.0,797.5,229.1,66.43,51.05,58.27,30.56
geom_778,188.4,194.2,452.5,1000.0,808.2,209.1,77.78,56.22,48.75,30.69
geom_779,162.7,112.8,520.3,1000.0,573.6,195.5,73.93,42.68,47.74,28.88
geom_780,154.0,198.8,653.2,1000.0,588.1,181.9,74.47,50.59,59.18,38.6
geom_781,187.8,199.8,481.6,1000.0,636.5,255.8,73.83,41.81,40.78,32.56
geom_782,189.6,185.4,656.5,1000.0,650.0,222.0,60.29,56.69,44.61,36.03
geom_783,193.7,116.7,607.7,1000.0,711.9,220.7,66.57,51.96,47.55,37.63
geom_784,181.8,179.6,672.6,1000.0,794.6,211.1,72.13,42.64,48.31,34.6
geom_785,111.1,96.49,263.1,1000.0,572.3,268.1,88.19,49.64,49.08,31.51
geom_786,178.9,57.01,201.1,1000.0,645.6,218.6,79.95,54.99,59.06,39.8
geom_787,159.8,167.1,280.0,1000.0,780.2,219.8,72.96,44.77,56.24,33.64
geom_788,190.2,89.63,560.7,1000.0,684.9,198.7,62.17,40.87,56.14,39.02
geom_789,145.1,108.6,699.1,1000.0,749.9,233.7,86.83,53.15,47.32,31.44
geom_790,104.5,134.9,340.5,1000.0,676.1,241.3,77.81,46.01,45.31,38.22
geom_791,133.0,93.14,432.4,1000.0,603.2,248.2,68.75,45.24,40.69,26.23
geom_792,168.4,100.8,390.0,1000.0,755.4,252.2,74.43,54.08,40.48,28.14
geom_793,154.4,129.8,268.0,1000.0,792.4,239.6,70.43,54.45,58.59,35.94
geom_794,187.0,119.7,659.7,1000.0,606.1,268.5,63.65,49.66,41.9,32.93
geom_795,109.4,81.3,655.7,1000.0,614.5,191.8,78.08,55.67,48.99,36.69
geom_796,136.0,162.7,660.1,1000.0,656.6,250.6,75.38,47.33,53.98,26.89
geom_797,197.0,80.99,355.2,1000.0,672.3,267.4,64.66,47.11,55.96,36.97
geom_798,143.8,128.8,250.5,1000.0,812.6,241.8,68.56,48.54,42.39,35.83
geom_799,128.6,149.5,331.4,1000.0,824.0,214.2,84.51,40.54,47.18,27.79
geom_800,117.6,138.7,307.2,1000.0,831.2,242.3,72.87,58.45,47.58,35.47
geom_801,103.7,123.0,583.5,1000.0,752.1,192.2,68.82,53.25,57.83,38.72
geom_802,113.7,108.4,291.0,1000.0,581.5,277.9,71.19,43.67,50.9,25.67
geom_803,114.3,195.3,383.3,1000.0,692.4,191.9,80.11,50.38,57.76,28.37
geom_804,106.8,109.7,512.2,1000.0,849.4,218.3,79.06,49.15,56.99,38.45
geom_805,166.8,93.01,647.1,1000.0,841.8,242.4,78.14,50.25,53.45,25.39
geom_806,148.5,142.3,435.6,1000.0,814.1,204.5,83.08,48.59,52.35,32.3
geom_807,107.9,105.5,354.8,1000.0,781.8,261.9,84.45,44.16,55.98,36.63
geom_808,187.6,71.39,629.1,1000.0,581.0,199.5,87.9,56.35,43.62,37.73
geom_809,150.8,122.6,661.7,1000.0,762.2,250.2,67.06,43.32,45.48,24.57
geom_810,144.2,101.8,558.3,1000.0,694.0,189.0,62.19,52.08,58.62,34.75
geom_811,105.6,73.46,483.6,1000.0,788.1,215.4,78.35,42.05,57.63,39.96
geom_812,146.7,82.95,281.1,1000.0,725.8,244.5,78.8,40.45,49.87,25.62
geom_813,172.2,57.83,324.1,1000.0,845.2,182.9,62.06,47.5,46.13,26.16
geom_814,164.4,64.72,541.1,1000.0,782.3,190.7,72.3,50.9,45.84,36.9
geom_815,102.1,125.0,295.4,1000.0,622.5,185.0,73.7,56.01,44.03,28.09
geom_816,126.8,130.1,667.6,1000.0,774.8,263.4,75.61,44.95,52.95,33.38
geom_817,102.2,52.79,639.2,1000.0,736.2,240.4,73.83,54.28,47.06,39.5
geom_818,166.6,64.43,299.4,1000.0,847.5,248.0,65.6,45.41,45.91,25.65
geom_819,138.0,183.2,361.0,1000.0,564.6,215.2,73.98,44.55,51.25,38.07
geom_820,103.8,157.4,448.5,1000.0,822.9,191.1,76.64,55.39,58.24,30.88
geom_821,122.3,138.6,507.0,1000.0,695.8,182.3,89.95,42.51,45.95,37.56
geom_822,117.6,86.74,357.8,1000.0,678.8,253.3,81.33,43.7,52.44,25.94
geom_823,183.8,119.6,687.3,1000.0,588.6,270.6,68.7,43.14,56.67,32.45
geom_824,137.5,166.5,424.3,1000.0,660.4,181.8,63.5,51.04,41.6,36.84
geom_825,140.9,72.55,478.6,1000.0,652.3,222.3,78.16,40.74,53.94,29.6
geom_826,139.9,94.64,446.8,1000.0,681.8,194.0,60.02,55.46,57.09,39.82
geom_827,165.9,141.5,453.8,1000.0,639.6,180.9,66.5,53.74,40.97,30.16
geom_828,147.3,72.39,279.6,1000.0,770.9,191.5,69.65,53.2,42.5,32.97
geom_829,119.4,170.0,311.9,1000.0,724.8,229.9,89.88,42.48,47.01,27.72
geom_830,164.6,84.82,310.5,1000.0,783.5,208.2,88.33,43.79,42.32,26.34
geom_831,160.2,91.54,251.9,1000.0,841.3,200.9,83.19,43.43,46.58,36.8
geom_832,183.0,69.85,551.0,1000.0,598.1,254.4,81.54,56.12,46.84,35.17
geom_833,127.6,162.6,297.9,1000.0,783.2,276.9,88.08,44.44,41.73,39.99
geom_834,176.1,169.3,373.9,1000.0,609.0,243.7,64.95,41.88,47.71,31.86
geom_835,180.6,71.3,317.3,1000.0,609.7,277.2,75.8,55.3,48.17,28.02
geom_836,105.3,160.6,261.7,1000.0,583.8,217.9,69.91,44.66,44.12,30.78
geom_837,145.8,111.4,554.6,1000.0,836.2,205.8,73.54,59.7,55.01,37.67
geom_838,124.7,79.24,268.8,1000.0,669.4,245.1,70.18,51.87,55.28,31.25
geom_839,171.7,57.62,212.5,1000.0,800.3,235.5,67.28,44.88,44.77,32.67
geom_840,153.1,138.8,533.4,1000.0,632.0,246.5,70.11,45.28,49.38,39.56
geom_841,113.9,183.6,498.3,1000.0,705.6,184.1,86.49,46.63,42.38,25.76
geom_842,125.4,104.6,627.9,1000.0,668.1,197.3,71.12,57.89,53.85,28.35
geom_843,164.0,76.71,674.2,1000.0,590.7,203.7,61.58,48.62,59.45,34.06
geom_844,179.1,55.0,538.5,1000.0,818.6,245.2,85.75,59.25,58.46,38.98
geom_845,112.5,110.5,233.1,1000.0,635.3,266.6,86.58,56.55,45.47,26.22
geom_846,171.3,129.2,675.0,1000.0,603.1,206.6,82.8,57.32,41.99,38.01
geom_847,165.6,181.0,266.5,1000.0,781.9,276.4,70.32,51.43,58.22,30.54
geom_848,171.8,175.4,624.8,1000.0,801.4,278.7,80.77,56.17,47.28,33.17
geom_849,180.5,124.7,485.6,1000.0,780.8,187.4,78.52,45.44,57.52,31.73
geom_850,144.7,80.73,206.1,1000.0,784.4,211.5,76.81,55.24,51.18,33.19
geom_851,152.3,71.71,400.9,1000.0,731.6,261.9,70.15,57.39,51.56,35.38
geom_852,170.9,172.9,286.1,1000.0,575.3,269.6,80.52,47.13,43.94,37.28
geom_853,169.3,70.56,623.4,1000.0,569.4,206.2,81.84,59.61,48.86,30.28
geom_854,146.0,89.02,329.6,1000.0,668.7,234.8,81.14,54.37,43.0,37.82
geom_855,123.2,187.2,615.1,1000.0,665.0,251.1,71.96,58.74,57.11,27.19
geom_856,172.7,99.06,220.7,1000.0,681.2,248.8,87.37,52.2,40.41,26.04
geom_857,164.9,88.79,561.6,1000.0,666.6,259.9,66.29,40.49,46.52,24.48
geom_858,177.4,50.65,384.4,1000.0,591.9,221.7,62.89,40.71,56.07,30.99
geom_859,195.5,157.6,415.0,1000.0,828.7,255.7,62.41,49.62,40.87,34.29
geom_860,102.8,106.8,657.6,1000.0,642.4,207.5,79.42,57.69,59.55,34.56
geom_861,188.0,198.4,296.3,1000.0,825.4,198.7,62.31,45.89,41.66,29.73
geom_862,151.1,97.26,588.7,1000.0,777.8,225.7,61.23,43.19,58.13,29.33
geom_863,150.5,147.9,595.6,1000.0,828.1,264.6,60.59,46.54,52.64,26.35
geom_864,169.5,156.1,317.6,1000.0,634.2,266.0,68.77,55.12,43.51,37.11
geom_865,115.3,85.73,296.9,1000.0,632.3,213.3,87.24,57.91,57.33,34.16
geom_866,120.4,194.6,222.4,1000.0,828.1,204.7,61.78,51.49,58.81,27.99
geom_867,108.3,133.1,255.5,1000.0,566.4,203.1,71.81,42.73,45.67,26.78
geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27
geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05
geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13
geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18
geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17
geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73
geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06
geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25
geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72
geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45
geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39
geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8
geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62
geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18
geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29
geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85
geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97
geom_885,144.0,51.58,358.9,1000.0,753.8,203.5,61.83,54.92,43.06,37.18
geom_886,109.7,163.0,447.2,1000.0,594.9,236.2,64.77,44.51,56.71,27.66
geom_887,121.7,172.8,378.9,1000.0,605.5,253.5,75.56,49.49,53.08,39.18
geom_888,192.1,116.1,668.5,1000.0,672.7,187.5,87.78,59.84,55.79,29.1
geom_889,172.3,88.48,645.0,1000.0,753.5,242.2,77.33,49.4,44.15,35.26
geom_890,108.7,155.5,467.6,1000.0,735.9,217.6,73.73,56.0,40.12,33.86
geom_891,121.5,194.1,643.1,1000.0,675.1,259.8,84.39,45.94,41.7,37.36
geom_892,160.9,98.15,425.3,1000.0,641.6,258.8,71.09,57.17,50.74,35.54
geom_893,179.5,73.79,442.7,1000.0,598.3,268.6,68.06,57.41,52.92,24.09
geom_894,182.5,140.3,575.8,1000.0,813.2,270.0,79.04,43.52,53.63,33.74
geom_895,184.5,61.13,599.5,1000.0,689.0,236.9,85.72,47.38,46.7,30.38
geom_896,174.9,190.4,370.0,1000.0,733.7,192.9,64.1,58.21,52.27,30.63
geom_897,183.9,65.43,410.9,1000.0,571.9,218.4,69.41,42.89,49.06,28.01
geom_898,124.6,100.2,291.9,1000.0,605.7,203.7,79.83,49.13,52.32,30.21
geom_899,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
geom_900,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
geom_901,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
geom_902,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
geom_903,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
geom_904,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
geom_905,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
geom_906,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
geom_907,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
