case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_4070,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,17.47,33310000.0,0.2552,-1.409,0.0,0.00605229,-0.0265034,0.00925743
case_4071,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,31.43,19780000.0,0.4834,13.78,0.0,0.0489113,0.228232,-0.0865317
case_4072,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,27.1,6196000.0,0.3267,17.79,0.0,0.0803753,0.296197,-0.119743
case_4073,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,10.37,724900.0,0.1299,1.826,0.0,0.0143717,0.0362483,-0.0130812
case_4074,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,39.17,18360000.0,0.4066,11.0,0.0,0.0258792,0.193608,-0.0679191
case_4075,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,2.329,28410000.0,0.4259,14.71,0.0,0.0542538,0.244965,-0.0943208
case_4076,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,32.75,8471000.0,0.1885,5.907,0.0,0.0138469,0.117369,-0.0421445
case_4077,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,21.27,3739000.0,0.08904,2.032,0.0,0.0168115,0.0414165,-0.0150879
case_4079,geom_407,199.5,117.3,204.0,1000.0,721.9,265.6,70.65,50.71,41.12,26.32,14.52,16590000.0,0.1464,-8.415,0.0,0.0205512,-0.164743,0.05951
case_4080,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,26.76,24310000.0,0.4305,17.53,0.0,0.0495308,0.209743,-0.0782831
case_4081,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,7.025,4950000.0,0.2461,-6.27,0.0,0.0106497,-0.0909484,0.0329952
case_4082,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,38.91,1949000.0,0.1382,10.93,0.0,0.0229145,0.158971,-0.0584224
case_4083,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,28.19,7232000.0,0.2049,2.837,0.0,0.00808447,0.043567,-0.0160168
case_4084,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,10.04,7355000.0,0.08904,-2.983,0.0,0.012579,-0.0432335,0.0157799
case_4085,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,19.84,48030000.0,0.499,6.762,0.0,0.00813857,0.108894,-0.0399482
case_4086,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,1.87,79640000.0,0.3707,12.75,0.0,0.0253108,0.149509,-0.0529194
case_4087,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,15.67,15070000.0,0.1563,-7.874,0.0,0.0140903,-0.115315,0.0420885
case_4088,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,33.51,4871000.0,0.2898,0.1704,0.0,0.00624022,0.00403999,-0.00160953
case_4089,geom_408,143.8,96.83,228.7,1000.0,623.4,227.2,61.9,53.8,55.19,38.96,21.47,36800000.0,0.3502,15.48,0.0,0.0385694,0.182077,-0.0670295
case_4090,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,37.85,14270000.0,0.2246,16.08,0.0,0.0451949,0.323226,-0.100516
case_4091,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,33.59,3244000.0,0.1436,2.507,0.0,0.0121468,0.0608319,-0.019652
case_4092,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,24.44,21480000.0,0.2665,5.742,0.0,0.0101738,0.138494,-0.0446257
case_4093,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,16.62,49480000.0,0.4057,12.06,0.0,0.0330641,0.221302,-0.0666773
case_4094,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,29.96,7101000.0,0.1239,1.911,0.0,0.0124025,0.0481867,-0.0156598
case_4095,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,15.17,9406000.0,0.3072,-8.728,0.0,0.0162089,-0.192217,0.0608109
case_4096,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,4.309,29390000.0,0.43,9.183,0.0,0.0175008,0.220046,-0.0703045
case_4097,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,21.94,4924000.0,0.08884,18.46,0.0,0.0673983,0.35165,-0.111112
case_4098,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,11.02,44090000.0,0.4622,-4.687,0.0,0.00616207,-0.111821,0.0356934
case_4099,geom_409,114.0,87.4,471.4,1000.0,648.6,278.8,63.79,42.87,40.68,36.41,0.417,5365000.0,0.3335,-2.987,0.0,0.00816898,-0.063812,0.0201405
case_4100,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,3.048,44310000.0,0.4122,7.82,0.0,0.0145903,0.210399,-0.0895564
case_4101,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,10.25,40560000.0,0.2442,-8.724,0.0,0.0177297,-0.219414,0.0923904
case_4102,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,32.76,7844000.0,0.137,3.468,0.0,0.0124746,0.0900498,-0.0383773
case_4104,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,37.72,4486000.0,0.08683,-1.935,0.0,0.0160294,-0.0464602,0.0194434
case_4105,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,4.203,44840000.0,0.3914,12.05,0.0,0.0396678,0.248753,-0.100818
case_4106,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,19.48,3618000.0,0.1541,9.167,0.0,0.0251559,0.226646,-0.0957645
case_4107,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,28.78,7535000.0,0.2113,-5.227,0.0,0.0116281,-0.131031,0.0552497
case_4108,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,21.69,2353000.0,0.3427,15.7,0.0,0.0701556,0.290322,-0.120977
case_4109,geom_410,158.1,172.5,313.4,1000.0,577.0,220.3,90.0,50.44,50.44,38.58,15.36,39940000.0,0.3111,0.07934,0.0,0.00475655,0.00461067,-0.0022451
case_4110,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,21.58,25070000.0,0.3083,19.25,0.0,0.121323,0.347796,-0.177381
case_4111,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,37.28,1974000.0,0.1088,0.1785,0.0,0.0157178,0.0114707,-0.00583705
case_4112,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,11.4,1101000.0,0.4032,11.27,0.0,0.039521,0.279812,-0.129987
case_4113,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,0.405,62300000.0,0.3568,3.567,0.0,0.00748338,0.12003,-0.0579581
case_4115,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,30.56,36980000.0,0.4511,7.775,0.0,0.0168371,0.245636,-0.117217
case_4116,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,17.51,34650000.0,0.4587,14.12,0.0,0.0677059,0.261462,-0.126224
case_4117,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,35.56,754000.0,0.07399,-3.285,0.0,0.0310982,-0.0891891,0.0422737
case_4118,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,13.78,12200000.0,0.2199,10.73,0.0,0.0287626,0.309776,-0.146223
case_4119,geom_411,161.6,114.8,516.3,1000.0,615.1,269.2,62.84,58.0,52.94,24.6,6.891,41340000.0,0.2325,-9.933,0.0,0.0239414,-0.291551,0.137991
case_4120,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,9.076,1317000.0,0.08402,10.67,0.0,0.0268865,0.138739,-0.0469948
case_4121,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,3.331,8923000.0,0.3028,-9.984,0.0,0.0159277,-0.126426,0.0412356
case_4122,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,33.29,5856000.0,0.1278,2.643,0.0,0.0106249,0.0352407,-0.0115735
case_4124,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,39.89,5640000.0,0.3957,-2.92,0.0,0.00655647,-0.0364378,0.0115274
case_4125,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,31.02,14040000.0,0.4911,18.6,0.0,0.0549139,0.189835,-0.0686301
case_4126,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,25.33,40450000.0,0.4518,15.68,0.0,0.0394812,0.154181,-0.0541986
case_4127,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,13.59,35650000.0,0.331,1.652,0.0,0.00408882,0.0227585,-0.00736374
case_4128,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,16.8,9793000.0,0.156,5.32,0.0,0.011604,0.0698856,-0.0229371
case_4129,geom_412,141.2,61.51,220.2,1000.0,839.7,265.8,64.51,53.0,51.42,35.07,4.278,33830000.0,0.2091,13.74,0.0,0.0257565,0.174775,-0.0581435
case_4130,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,34.58,2356000.0,0.2887,19.95,0.0,0.121193,0.402049,-0.202322
case_4131,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,28.09,14340000.0,0.1964,-7.914,0.0,0.0191203,-0.248301,0.124693
case_4132,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,25.58,30080000.0,0.3259,8.188,0.0,0.0178349,0.282399,-0.14386
case_4134,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,21.76,19920000.0,0.1696,2.727,0.0,0.0117512,0.0976218,-0.0501306
case_4135,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,14.03,4972000.0,0.06862,0.8785,0.0,0.0230673,0.0360083,-0.0186765
case_4136,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,2.341,55550000.0,0.4369,-4.358,0.0,0.00757763,-0.147522,0.0747203
case_4137,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,10.87,55820000.0,0.4702,-1.467,0.0,0.00457908,-0.0443301,0.0220638
case_4138,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,16.91,14690000.0,0.2564,14.85,0.0,0.0699962,0.322364,-0.156448
case_4139,geom_413,127.0,158.1,642.3,1000.0,599.6,238.7,79.83,54.7,57.68,24.76,38.76,3579000.0,0.4067,13.52,0.0,0.0537252,0.331992,-0.161576
case_4140,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,14.75,9048000.0,0.1136,15.01,0.0,0.0611209,0.389379,-0.196095
case_4142,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,1.073,12860000.0,0.2225,-1.955,0.0,0.00830392,-0.0500744,0.0254316
case_4143,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,34.17,24940000.0,0.485,0.9015,0.0,0.00450646,0.0398979,-0.0216828
case_4144,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,19.7,16590000.0,0.3065,18.4,0.0,0.0992679,0.342934,-0.166678
case_4145,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,23.1,13100000.0,0.1472,7.888,0.0,0.0213479,0.236099,-0.122419
case_4146,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,8.984,41720000.0,0.2312,-6.959,0.0,0.0139298,-0.200912,0.103498
case_4147,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,25.84,11570000.0,0.3465,9.723,0.0,0.0248345,0.277009,-0.138959
case_4148,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,7.03,1161000.0,0.05977,-8.629,0.0,0.0403666,-0.233472,0.120045
case_4149,geom_414,141.1,86.98,662.5,1000.0,758.4,252.3,77.07,55.83,54.58,39.89,37.21,4849000.0,0.402,4.294,0.0,0.0113256,0.13721,-0.0718777
case_4150,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,31.03,3245000.0,0.107,10.33,0.0,0.0238659,0.155588,-0.0436337
case_4151,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,0.601,31890000.0,0.2797,-9.505,0.0,0.0137454,-0.144456,0.0390999
case_4152,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,38.5,17390000.0,0.2625,7.619,0.0,0.0111795,0.119177,-0.0324403
case_4153,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,27.93,5723000.0,0.3678,11.8,0.0,0.0212014,0.169469,-0.0460761
case_4154,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,23.71,12880000.0,0.4259,2.547,0.0,0.00436382,0.042796,-0.0115442
case_4155,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,14.03,8923000.0,0.09095,-0.6171,0.0,0.0125203,-0.00745686,0.00192011
case_4156,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,18.79,20860000.0,0.1948,-6.598,0.0,0.0105859,-0.0987626,0.0266588
case_4157,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,6.573,1894000.0,0.1552,18.0,0.0,0.0529735,0.23091,-0.0679303
case_4158,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,32.84,36730000.0,0.4995,14.74,0.0,0.0420057,0.155456,-0.0476108
case_4159,geom_415,138.0,80.25,277.1,1000.0,776.4,230.1,65.41,43.13,45.55,24.88,8.01,36720000.0,0.3304,-3.493,0.0,0.00513768,-0.0524372,0.0138111
case_4160,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,28.47,11070000.0,0.2648,-5.119,0.0,0.00915757,-0.0947698,0.035946
case_4161,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,8.608,12580000.0,0.4983,-3.704,0.0,0.00591887,-0.0730226,0.0278606
case_4162,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,39.8,23340000.0,0.4243,10.7,0.0,0.0209844,0.203955,-0.0775251
case_4163,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,12.43,14430000.0,0.3136,16.39,0.0,0.0537495,0.226188,-0.0887886
case_4164,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,32.5,28920000.0,0.3627,-8.695,0.0,0.0136498,-0.16975,0.064862
case_4165,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,2.579,1687000.0,0.1084,-0.4973,0.0,0.0124514,-0.00706701,0.0025595
case_4166,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,16.51,34750000.0,0.3987,4.522,0.0,0.00633481,0.0933348,-0.0359825
case_4167,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,27.25,10750000.0,0.1724,17.13,0.0,0.0561323,0.280284,-0.108428
case_4168,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,20.24,5614000.0,0.06149,7.256,0.0,0.0262269,0.14021,-0.0546388
case_4169,geom_416,138.9,108.1,287.2,1000.0,642.7,261.0,82.31,58.14,42.13,34.46,4.395,13220000.0,0.2003,12.27,0.0,0.0267653,0.231215,-0.0887273
case_4170,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,15.96,3623000.0,0.1368,0.04467,0.0,0.00998326,0.00218821,-0.000789322
case_4171,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,36.79,26900000.0,0.4381,-2.755,0.0,0.00607712,-0.0504241,0.0154416
case_4172,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,7.677,9594000.0,0.06666,8.193,0.0,0.0253762,0.151918,-0.0486222
case_4173,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,1.359,13920000.0,0.2254,14.13,0.0,0.0331768,0.252823,-0.0792953
case_4174,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,9.645,23700000.0,0.2559,18.67,0.0,0.0730337,0.266421,-0.091163
case_4175,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,26.94,29570000.0,0.2958,-8.094,0.0,0.0141214,-0.147107,0.0456199
case_4176,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,30.78,8105000.0,0.179,3.254,0.0,0.00971831,0.0607195,-0.0190403
case_4177,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,35.11,8950000.0,0.3481,6.094,0.0,0.0108476,0.114092,-0.0355457
case_4178,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,23.96,30710000.0,0.3882,11.45,0.0,0.0226511,0.213411,-0.0665015
case_4179,geom_417,108.9,171.1,233.7,1000.0,716.0,237.6,84.84,45.67,42.34,34.76,18.31,1935000.0,0.4819,-6.702,0.0,0.0121864,-0.123666,0.0380367
case_4180,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,32.93,9121000.0,0.1105,2.075,0.0,0.0140346,0.0533572,-0.0184612
case_4181,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,5.021,28450000.0,0.1896,14.97,0.0,0.0485964,0.307317,-0.104908
case_4182,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,15.87,1052000.0,0.0566,-5.661,0.0,0.0349883,-0.126128,0.0443381
case_4183,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,24.29,7856000.0,0.149,5.325,0.0,0.0146592,0.13044,-0.0448941
case_4184,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,9.191,72090000.0,0.4648,0.6436,0.0,0.00384763,0.0217846,-0.00767052
case_4185,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,37.72,12280000.0,0.2889,8.209,0.0,0.0180223,0.198301,-0.068037
case_4186,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,21.7,26400000.0,0.393,19.55,0.0,0.0856403,0.319362,-0.1154
case_4187,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,2.731,25730000.0,0.4434,-2.993,0.0,0.00765652,-0.0695431,0.0233161
case_4188,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,31.11,10530000.0,0.3539,12.16,0.0,0.0298307,0.277085,-0.0941884
case_4189,geom_418,162.0,76.17,434.1,1000.0,789.6,232.6,84.87,47.72,40.82,28.67,16.64,1000000.0,0.2695,-8.513,0.0,0.0199515,-0.188617,0.0640685
case_4190,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,3.528,39740000.0,0.2919,-8.133,0.0,0.0148665,-0.166681,0.0722088
case_4191,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,14.57,16470000.0,0.1457,2.75,0.0,0.0104834,0.0578285,-0.0253652
case_4192,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,8.218,20920000.0,0.2394,6.298,0.0,0.0122684,0.130624,-0.0569327
case_4193,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,24.77,52630000.0,0.4964,16.53,0.0,0.0745026,0.265424,-0.126718
case_4194,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,29.82,2055000.0,0.1255,-3.618,0.0,0.0146079,-0.0716778,0.0309657
case_4196,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,16.16,7215000.0,0.2054,1.511,0.0,0.00956445,0.0319131,-0.0140204
case_4197,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,33.29,1518000.0,0.344,18.69,0.0,0.0885867,0.309148,-0.144855
case_4198,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,37.62,4502000.0,0.07937,8.828,0.0,0.0301785,0.181606,-0.0801656
case_4199,geom_419,159.2,142.9,217.3,1000.0,792.8,273.2,85.67,54.44,55.52,35.69,6.297,31940000.0,0.4102,-5.893,0.0,0.00915422,-0.121558,0.0523368
case_4200,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,2.024,16040000.0,0.1317,10.19,0.0,0.0281214,0.239442,-0.113226
case_4201,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,16.3,6465000.0,0.2429,2.019,0.0,0.00854219,0.0520464,-0.0249731
case_4202,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,28.67,23340000.0,0.4924,5.088,0.0,0.0103945,0.132767,-0.0636121
case_4203,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,24.58,33120000.0,0.4452,-4.658,0.0,0.00758678,-0.115089,0.0544898
case_4204,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,32.11,1168000.0,0.2059,14.12,0.0,0.0485714,0.297497,-0.138631
case_4205,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,14.19,20500000.0,0.3266,1.984,0.0,0.00797644,0.0520247,-0.0250478
case_4206,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,37.23,6533000.0,0.3052,19.49,0.0,0.0921273,0.341197,-0.161417
case_4207,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,6.759,63100000.0,0.3736,12.69,0.0,0.0432414,0.247094,-0.113531
case_4208,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,23.75,7309000.0,0.06794,-7.62,0.0,0.0299559,-0.176787,0.0837057
case_4209,geom_420,147.3,119.8,370.8,1000.0,746.4,270.6,68.18,57.88,54.11,39.72,9.217,18390000.0,0.143,-1.41,0.0,0.010426,-0.0304399,0.0141223
case_4210,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,6.591,16090000.0,0.2725,-0.02965,0.0,0.0068316,0.00735677,-0.00286191
case_4212,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,36.15,1688000.0,0.2008,15.53,0.0,0.0557656,0.288641,-0.0952319
case_4213,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,23.38,22220000.0,0.4073,11.86,0.0,0.0369458,0.204898,-0.064356
case_4215,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,18.23,482500.0,0.08429,-7.347,0.0,0.0287791,-0.163294,0.0550558
case_4216,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,25.7,14560000.0,0.1839,-2.77,0.0,0.0100338,-0.0604223,0.0198166
case_4217,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,2.721,57460000.0,0.4126,6.22,0.0,0.0100307,0.177024,-0.0602175
case_4218,geom_421,162.5,67.01,603.7,1000.0,744.5,199.8,64.81,41.51,49.01,26.54,33.87,14470000.0,0.3221,3.837,0.0,0.00806229,0.105489,-0.0356663
case_4220,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,36.55,15470000.0,0.4792,-9.108,0.0,0.023938,-0.229257,0.096653
case_4221,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,1.73,17010000.0,0.2589,15.11,0.0,0.0641238,0.314287,-0.133041
case_4222,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,10.1,15050000.0,0.4213,-6.303,0.0,0.0115726,-0.171845,0.0750893
case_4223,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,7.92,38200000.0,0.28,5.318,0.0,0.0111593,0.153839,-0.0687401
case_4224,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,26.62,23590000.0,0.3614,-1.905,0.0,0.00600501,-0.0481432,0.0207322
case_4225,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,33.1,17700000.0,0.4012,12.42,0.0,0.0452925,0.263128,-0.109064
case_4226,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,17.6,2556000.0,0.204,17.45,0.0,0.0775364,0.388168,-0.167809
case_4227,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,12.44,18860000.0,0.1423,9.994,0.0,0.029687,0.268732,-0.119111
case_4228,geom_422,195.1,120.9,462.1,1000.0,811.0,189.0,62.39,52.66,42.06,39.32,28.52,4550000.0,0.138,2.292,0.0,0.0142027,0.0662794,-0.029677
case_4230,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,23.47,23930000.0,0.2675,-9.26,0.0,0.0163632,-0.186162,0.0627535
